交易时间,商户名称,金额(元),类型,绝对金额(元),分类
2025-05-14 15:17:15,水吧-拿铁,-9.20,消费,9.20,饮品
2025-05-14 08:30:32,玉兰食堂-早餐,-31.66,消费,31.66,餐饮
2025-05-16 17:37:51,紫竹-民族餐厅,-32.28,消费,32.28,餐饮
2025-05-17 22:48:39,浴室,-2.00,消费,2.00,浴室/开水
2025-05-17 09:41:36,售电,-100.00,消费,100.00,生活服务
2025-05-17 14:31:34,玉兰食堂-麻辣烫,-11.13,消费,11.13,餐饮
2025-05-17 09:49:12,售电,-50.00,消费,50.00,生活服务
2025-05-18 18:49:26,紫竹-饺子,-11.02,消费,11.02,餐饮
2025-05-18 11:07:22,校医院,-74.84,消费,74.84,医疗
2025-05-18 22:02:33,开水,-2.00,消费,2.00,浴室/开水
2025-05-18 22:39:44,浴室,-2.00,消费,2.00,浴室/开水
2025-05-19 12:36:18,玉兰食堂-麻辣烫,-26.18,消费,26.18,餐饮
2025-05-19 19:29:29,紫竹-饺子,-33.59,消费,33.59,餐饮
2025-05-20 12:29:29,网络缴费,50.00,充值,50.00,网络缴费
2025-05-22 22:18:35,浴室,-2.00,消费,2.00,浴室/开水
2025-05-22 12:28:47,校医院,-17.94,消费,17.94,医疗
2025-05-22 06:30:13,玉兰食堂-早餐,-14.75,消费,14.75,餐饮
2025-05-22 23:50:50,浴室,-2.00,消费,2.00,浴室/开水
2025-05-23 13:47:17,水吧-拿铁,-13.33,消费,13.33,饮品
2025-05-23 09:16:32,校医院,-51.39,消费,51.39,医疗
2025-05-23 11:49:59,网络缴费,100.00,充值,100.00,网络缴费
2025-05-24 13:58:05,玉兰食堂-烤盘饭,-12.26,消费,12.26,餐饮
2025-05-24 21:30:27,开水,-2.00,消费,2.00,浴室/开水
2025-05-25 23:19:14,开水,-2.00,消费,2.00,浴室/开水
2025-05-25 16:53:59,补卡,-20.00,消费,20.00,补卡
2025-05-25 11:54:00,昌平校区-食堂,-8.16,消费,8.16,餐饮
2025-05-25 11:28:36,玉兰食堂-烤盘饭,-20.82,消费,20.82,餐饮
2025-05-26 13:11:43,玉兰食堂-烤盘饭,-20.15,消费,20.15,餐饮
2025-05-26 09:49:10,玉兰食堂-早餐,-31.81,消费,31.81,餐饮
2025-05-26 19:14:09,紫竹-民族餐厅,-15.48,消费,15.48,餐饮
2025-05-26 11:01:02,校医院,-71.95,消费,71.95,医疗
2025-05-26 16:09:01,补卡,-20.00,消费,20.00,补卡
2025-05-27 17:46:37,水吧-奶茶,-10.88,消费,10.88,饮品
2025-05-27 21:44:50,开水,-2.00,消费,2.00,浴室/开水
2025-05-27 18:55:42,紫竹-鸡柳大人,-9.65,消费,9.65,餐饮
2025-05-27 22:06:01,开水,-2.00,消费,2.00,浴室/开水
2025-05-28 17:50:54,紫竹-饺子,-26.07,消费,26.07,餐饮
2025-05-28 13:04:31,玉兰食堂-烤盘饭,-19.15,消费,19.15,餐饮
2025-05-28 16:58:30,水吧-奶茶,-16.68,消费,16.68,饮品
2025-05-29 15:59:53,水吧-奶茶,-12.18,消费,12.18,饮品
2025-05-29 14:07:19,水吧-奶茶,-11.84,消费,11.84,饮品
2025-05-29 19:46:16,紫竹-民族餐厅,-21.55,消费,21.55,餐饮
2025-05-30 23:26:25,开水,-2.00,消费,2.00,浴室/开水
2025-05-31 11:06:55,微信充值,200.00,充值,200.00,充值/转账
2025-05-31 22:24:46,浴室,-2.00,消费,2.00,浴室/开水
2025-05-31 07:26:04,玉兰食堂-早餐,-27.45,消费,27.45,餐饮
2025-05-31 11:11:32,校医院,-28.99,消费,28.99,医疗
2025-05-31 19:12:59,紫竹-民族餐厅,-21.45,消费,21.45,餐饮
2025-06-01 10:22:25,校医院,-7.11,消费,7.11,医疗
2025-06-01 10:19:51,网络缴费,50.00,充值,50.00,网络缴费
2025-06-01 09:57:40,校医院,-57.67,消费,57.67,医疗
2025-06-01 10:41:50,网络缴费,200.00,充值,200.00,网络缴费
2025-06-02 15:43:04,补卡,-20.00,消费,20.00,补卡
2025-06-02 15:55:16,补卡,-20.00,消费,20.00,补卡
2025-06-02 07:52:43,玉兰食堂-早餐,-16.25,消费,16.25,餐饮
2025-06-02 10:50:38,网络缴费,200.00,充值,200.00,网络缴费
2025-06-02 23:06:53,开水,-2.00,消费,2.00,浴室/开水
2025-06-02 11:07:54,昌平校区-食堂,-14.72,消费,14.72,餐饮
2025-06-02 17:30:16,紫竹-民族餐厅,-13.96,消费,13.96,餐饮
2025-06-03 08:31:14,玉兰食堂-早餐,-11.60,消费,11.60,餐饮
2025-06-04 11:51:38,网络缴费,100.00,充值,100.00,网络缴费
2025-06-04 06:20:42,玉兰食堂-早餐,-12.62,消费,12.62,餐饮
2025-06-04 10:40:43,网络缴费,100.00,充值,100.00,网络缴费
2025-06-04 15:37:05,补卡,-20.00,消费,20.00,补卡
2025-06-04 21:14:55,浴室,-2.00,消费,2.00,浴室/开水
2025-06-04 08:21:58,玉兰食堂-早餐,-21.50,消费,21.50,餐饮
2025-06-05 18:22:33,紫竹-饺子,-19.07,消费,19.07,餐饮
2025-06-05 09:06:02,微信充值,200.00,充值,200.00,充值/转账
2025-06-05 10:47:13,微信充值,200.00,充值,200.00,充值/转账
2025-06-05 11:22:50,微信充值,50.00,充值,50.00,充值/转账
2025-06-06 14:13:29,水吧-奶茶,-16.29,消费,16.29,饮品
2025-06-08 15:20:23,水吧-拿铁,-9.01,消费,9.01,饮品
2025-06-08 18:56:42,紫竹-饺子,-34.47,消费,34.47,餐饮
2025-06-08 09:49:19,玉兰食堂-早餐,-10.19,消费,10.19,餐饮
2025-06-09 15:57:02,水吧-拿铁,-17.90,消费,17.90,饮品
2025-06-09 09:49:21,微信充值,200.00,充值,200.00,充值/转账
2025-06-09 19:58:22,紫竹-民族餐厅,-31.67,消费,31.67,餐饮
2025-06-09 22:20:56,浴室,-2.00,消费,2.00,浴室/开水
2025-06-10 11:37:27,售电,-50.00,消费,50.00,生活服务
2025-06-10 22:09:30,开水,-2.00,消费,2.00,浴室/开水
2025-06-10 09:05:21,微信充值,100.00,充值,100.00,充值/转账
2025-06-11 12:31:58,售电,-50.00,消费,50.00,生活服务
2025-06-11 20:02:38,紫竹-民族餐厅,-12.24,消费,12.24,餐饮
2025-06-11 06:59:56,玉兰食堂-早餐,-34.30,消费,34.30,餐饮
2025-06-12 11:50:33,售电,-20.00,消费,20.00,生活服务
2025-06-12 12:56:38,玉兰食堂-烤盘饭,-32.90,消费,32.90,餐饮
2025-06-12 13:31:48,水吧-拿铁,-8.65,消费,8.65,饮品
2025-06-12 18:35:16,紫竹-鸡柳大人,-29.66,消费,29.66,餐饮
2025-06-13 12:36:20,校医院,-38.68,消费,38.68,医疗
2025-06-13 12:49:17,昌平校区-食堂,-33.26,消费,33.26,餐饮
2025-06-14 19:17:59,紫竹-鸡柳大人,-10.59,消费,10.59,餐饮
2025-06-14 08:31:26,玉兰食堂-早餐,-26.00,消费,26.00,餐饮
2025-06-14 15:03:28,水吧-奶茶,-12.14,消费,12.14,饮品
2025-06-14 21:04:12,浴室,-2.00,消费,2.00,浴室/开水
2025-06-15 12:45:43,校医院,-61.11,消费,61.11,医疗
2025-06-15 09:54:08,校医院,-67.85,消费,67.85,医疗
2025-06-15 15:23:41,水吧-拿铁,-13.17,消费,13.17,饮品
2025-06-16 12:43:39,玉兰食堂-麻辣烫,-27.57,消费,27.57,餐饮
2025-06-16 13:45:56,玉兰食堂-麻辣烫,-20.20,消费,20.20,餐饮
2025-06-16 10:02:13,网络缴费,100.00,充值,100.00,网络缴费
2025-06-16 09:42:15,校医院,-40.43,消费,40.43,医疗
2025-06-17 17:57:51,紫竹-民族餐厅,-14.78,消费,14.78,餐饮
2025-06-17 19:25:16,紫竹-鸡柳大人,-33.72,消费,33.72,餐饮
2025-06-17 21:59:33,浴室,-2.00,消费,2.00,浴室/开水
2025-06-19 07:01:32,玉兰食堂-早餐,-29.49,消费,29.49,餐饮
2025-06-19 12:02:31,校医院,-39.36,消费,39.36,医疗
2025-06-19 11:02:12,售电,-20.00,消费,20.00,生活服务
2025-06-19 14:07:56,水吧-拿铁,-11.89,消费,11.89,饮品
2025-06-19 12:15:27,校医院,-42.44,消费,42.44,医疗
2025-06-20 09:59:55,微信充值,100.00,充值,100.00,充值/转账
2025-06-20 18:11:31,紫竹-鸡柳大人,-15.09,消费,15.09,餐饮
2025-06-20 18:46:32,紫竹-饺子,-20.44,消费,20.44,餐饮
2025-06-20 17:18:51,紫竹-鸡柳大人,-21.25,消费,21.25,餐饮
2025-06-21 20:21:34,紫竹-饺子,-19.33,消费,19.33,餐饮
2025-06-21 06:18:31,玉兰食堂-早餐,-25.99,消费,25.99,餐饮
2025-06-21 11:41:18,售电,-50.00,消费,50.00,生活服务
2025-06-22 20:16:00,紫竹-饺子,-25.17,消费,25.17,餐饮
2025-06-22 09:52:49,玉兰食堂-早餐,-16.56,消费,16.56,餐饮
2025-06-22 12:33:38,售电,-50.00,消费,50.00,生活服务
2025-06-23 11:54:25,玉兰食堂-麻辣烫,-21.13,消费,21.13,餐饮
2025-06-23 17:35:39,紫竹-民族餐厅,-21.82,消费,21.82,餐饮
2025-06-23 11:41:11,微信充值,50.00,充值,50.00,充值/转账
2025-06-23 11:43:39,校医院,-71.59,消费,71.59,医疗
2025-06-23 09:18:32,玉兰食堂-早餐,-12.64,消费,12.64,餐饮
2025-06-24 13:55:17,水吧-拿铁,-9.70,消费,9.70,饮品
2025-06-24 13:15:58,补卡,-20.00,消费,20.00,补卡
2025-06-24 13:12:40,玉兰食堂-烤盘饭,-32.98,消费,32.98,餐饮
2025-06-24 12:06:16,售电,-50.00,消费,50.00,生活服务
2025-06-24 14:11:02,补卡,-20.00,消费,20.00,补卡
2025-06-24 12:59:05,网络缴费,100.00,充值,100.00,网络缴费
2025-06-25 13:05:51,玉兰食堂-麻辣烫,-33.67,消费,33.67,餐饮
2025-06-25 13:39:16,玉兰食堂-烤盘饭,-17.13,消费,17.13,餐饮
2025-06-25 14:43:28,昌平校区-食堂,-19.85,消费,19.85,餐饮
2025-06-26 09:30:15,校医院,-61.85,消费,61.85,医疗
2025-06-26 14:44:29,玉兰食堂-麻辣烫,-22.94,消费,22.94,餐饮
2025-06-27 13:16:22,玉兰食堂-麻辣烫,-7.57,消费,7.57,餐饮
2025-06-28 14:55:08,水吧-奶茶,-8.48,消费,8.48,饮品
2025-06-28 09:13:58,校医院,-46.50,消费,46.50,医疗
2025-06-28 19:05:36,紫竹-饺子,-6.82,消费,6.82,餐饮
2025-06-28 21:37:21,开水,-2.00,消费,2.00,浴室/开水
2025-06-29 11:46:26,玉兰食堂-烤盘饭,-9.30,消费,9.30,餐饮
2025-06-29 12:42:52,校医院,-72.21,消费,72.21,医疗
2025-06-29 23:58:48,开水,-2.00,消费,2.00,浴室/开水
2025-06-30 19:35:01,紫竹-鸡柳大人,-18.81,消费,18.81,餐饮
2025-06-30 20:06:09,紫竹-鸡柳大人,-15.30,消费,15.30,餐饮
2025-06-30 12:36:47,昌平校区-食堂,-18.09,消费,18.09,餐饮
2025-07-01 12:07:04,网络缴费,100.00,充值,100.00,网络缴费
2025-07-01 20:57:55,浴室,-2.00,消费,2.00,浴室/开水
2025-07-01 18:14:52,紫竹-鸡柳大人,-7.74,消费,7.74,餐饮
2025-07-02 09:20:46,微信充值,100.00,充值,100.00,充值/转账
2025-07-02 16:47:56,水吧-拿铁,-11.82,消费,11.82,饮品
2025-07-02 18:47:52,紫竹-民族餐厅,-25.55,消费,25.55,餐饮
2025-07-03 20:08:17,紫竹-饺子,-10.95,消费,10.95,餐饮
2025-07-03 13:55:49,水吧-拿铁,-9.56,消费,9.56,饮品
2025-07-03 10:24:58,售电,-50.00,消费,50.00,生活服务
2025-07-03 14:47:56,水吧-拿铁,-17.23,消费,17.23,饮品
2025-07-04 13:29:32,玉兰食堂-麻辣烫,-26.24,消费,26.24,餐饮
2025-07-04 14:32:47,水吧-拿铁,-10.40,消费,10.40,饮品
2025-07-05 16:26:57,补卡,-20.00,消费,20.00,补卡
2025-07-05 18:13:22,紫竹-饺子,-25.75,消费,25.75,餐饮
2025-07-05 08:19:37,微信充值,100.00,充值,100.00,充值/转账
2025-07-05 20:25:59,紫竹-鸡柳大人,-31.22,消费,31.22,餐饮
2025-07-05 11:22:05,售电,-100.00,消费,100.00,生活服务
2025-07-06 08:22:13,玉兰食堂-早餐,-22.86,消费,22.86,餐饮
2025-07-06 21:20:14,浴室,-2.00,消费,2.00,浴室/开水
2025-07-06 18:19:15,紫竹-民族餐厅,-34.71,消费,34.71,餐饮
2025-07-07 09:46:53,网络缴费,50.00,充值,50.00,网络缴费
2025-07-07 21:04:04,开水,-2.00,消费,2.00,浴室/开水
2025-07-07 20:35:58,紫竹-饺子,-24.07,消费,24.07,餐饮
2025-07-07 12:14:36,校医院,-55.14,消费,55.14,医疗
2025-07-08 16:29:20,水吧-奶茶,-9.81,消费,9.81,饮品
2025-07-08 19:19:17,紫竹-民族餐厅,-24.01,消费,24.01,餐饮
2025-07-08 15:41:19,补卡,-20.00,消费,20.00,补卡
2025-07-08 12:13:39,昌平校区-食堂,-28.43,消费,28.43,餐饮
2025-07-09 14:49:07,水吧-奶茶,-11.93,消费,11.93,饮品
2025-07-09 20:46:30,浴室,-2.00,消费,2.00,浴室/开水
2025-07-09 14:22:52,玉兰食堂-烤盘饭,-17.88,消费,17.88,餐饮
2025-07-10 19:38:43,紫竹-鸡柳大人,-27.54,消费,27.54,餐饮
2025-07-10 16:14:10,水吧-拿铁,-15.69,消费,15.69,饮品
2025-07-10 10:11:41,售电,-50.00,消费,50.00,生活服务
2025-07-11 14:02:25,玉兰食堂-烤盘饭,-7.50,消费,7.50,餐饮
2025-07-11 11:55:20,微信充值,100.00,充值,100.00,充值/转账
2025-07-12 14:51:01,水吧-奶茶,-14.54,消费,14.54,饮品
2025-07-12 20:35:47,紫竹-鸡柳大人,-26.51,消费,26.51,餐饮
2025-07-12 12:49:28,昌平校区-食堂,-17.26,消费,17.26,餐饮
2025-07-13 21:12:06,开水,-2.00,消费,2.00,浴室/开水
2025-07-13 12:34:22,网络缴费,100.00,充值,100.00,网络缴费
2025-07-13 10:26:51,售电,-20.00,消费,20.00,生活服务
2025-07-13 09:14:25,售电,-20.00,消费,20.00,生活服务
2025-07-14 13:15:01,玉兰食堂-烤盘饭,-10.71,消费,10.71,餐饮
2025-07-14 12:55:41,昌平校区-食堂,-11.59,消费,11.59,餐饮
2025-07-14 10:52:20,微信充值,100.00,充值,100.00,充值/转账
2025-07-14 15:12:27,补卡,-20.00,消费,20.00,补卡
2025-07-14 19:10:09,紫竹-鸡柳大人,-26.71,消费,26.71,餐饮
2025-07-15 11:11:17,网络缴费,100.00,充值,100.00,网络缴费
2025-07-15 12:07:43,玉兰食堂-烤盘饭,-30.16,消费,30.16,餐饮
2025-07-15 12:33:18,昌平校区-食堂,-20.27,消费,20.27,餐饮
2025-07-15 13:28:52,玉兰食堂-烤盘饭,-24.71,消费,24.71,餐饮
2025-07-16 16:22:50,补卡,-20.00,消费,20.00,补卡
2025-07-16 20:42:39,紫竹-民族餐厅,-34.17,消费,34.17,餐饮
2025-07-16 16:06:48,补卡,-20.00,消费,20.00,补卡
2025-07-16 09:04:40,售电,-100.00,消费,100.00,生活服务
2025-07-17 11:02:31,微信充值,100.00,充值,100.00,充值/转账
2025-07-17 20:44:45,浴室,-2.00,消费,2.00,浴室/开水
2025-07-17 14:55:04,昌平校区-食堂,-11.16,消费,11.16,餐饮
2025-07-17 14:42:59,水吧-奶茶,-14.86,消费,14.86,饮品
2025-07-18 14:00:31,昌平校区-食堂,-25.50,消费,25.50,餐饮
2025-07-18 17:34:49,紫竹-民族餐厅,-33.91,消费,33.91,餐饮
2025-07-18 11:44:07,网络缴费,100.00,充值,100.00,网络缴费
2025-07-19 15:34:51,补卡,-20.00,消费,20.00,补卡
2025-07-19 14:57:32,水吧-拿铁,-8.13,消费,8.13,饮品
2025-07-19 15:22:58,补卡,-20.00,消费,20.00,补卡
2025-07-20 19:47:29,紫竹-饺子,-17.56,消费,17.56,餐饮
2025-07-20 20:56:14,紫竹-民族餐厅,-29.99,消费,29.99,餐饮
2025-07-20 09:38:27,网络缴费,200.00,充值,200.00,网络缴费
2025-07-20 14:51:40,水吧-拿铁,-10.13,消费,10.13,饮品
2025-07-21 17:35:46,水吧-奶茶,-10.38,消费,10.38,饮品
2025-07-21 09:31:31,售电,-50.00,消费,50.00,生活服务
2025-07-21 23:06:01,开水,-2.00,消费,2.00,浴室/开水
2025-07-22 16:35:20,补卡,-20.00,消费,20.00,补卡
2025-07-22 20:09:02,紫竹-饺子,-32.07,消费,32.07,餐饮
2025-07-23 11:22:13,校医院,-28.02,消费,28.02,医疗
2025-07-23 15:43:06,水吧-奶茶,-11.67,消费,11.67,饮品
2025-07-23 16:04:37,水吧-拿铁,-17.53,消费,17.53,饮品
2025-07-23 22:46:25,浴室,-2.00,消费,2.00,浴室/开水
2025-07-24 20:24:48,浴室,-2.00,消费,2.00,浴室/开水
2025-07-24 14:11:14,水吧-拿铁,-14.94,消费,14.94,饮品
2025-07-25 17:18:01,紫竹-鸡柳大人,-15.85,消费,15.85,餐饮
2025-07-25 15:56:33,补卡,-20.00,消费,20.00,补卡
2025-07-26 18:42:44,紫竹-鸡柳大人,-8.68,消费,8.68,餐饮
2025-07-26 19:54:11,紫竹-饺子,-13.94,消费,13.94,餐饮
2025-07-26 14:20:36,补卡,-20.00,消费,20.00,补卡
2025-07-26 11:08:41,售电,-20.00,消费,20.00,生活服务
2025-07-26 18:30:20,紫竹-饺子,-26.32,消费,26.32,餐饮
2025-07-27 14:18:45,水吧-拿铁,-11.90,消费,11.90,饮品
2025-07-27 16:33:28,水吧-奶茶,-14.87,消费,14.87,饮品
2025-07-27 09:25:28,网络缴费,100.00,充值,100.00,网络缴费
2025-07-28 18:24:35,紫竹-民族餐厅,-16.07,消费,16.07,餐饮
2025-07-28 13:51:39,玉兰食堂-麻辣烫,-13.59,消费,13.59,餐饮
2025-07-29 12:12:09,玉兰食堂-麻辣烫,-11.72,消费,11.72,餐饮
2025-07-29 07:53:40,玉兰食堂-早餐,-9.46,消费,9.46,餐饮
2025-07-29 20:50:53,紫竹-饺子,-26.21,消费,26.21,餐饮
2025-07-29 16:30:32,水吧-奶茶,-9.95,消费,9.95,饮品
2025-07-30 15:24:37,水吧-奶茶,-9.31,消费,9.31,饮品
2025-07-30 12:30:22,网络缴费,100.00,充值,100.00,网络缴费
2025-07-31 16:10:49,补卡,-20.00,消费,20.00,补卡
2025-07-31 16:26:58,水吧-奶茶,-15.62,消费,15.62,饮品
2025-07-31 09:49:54,校医院,-27.90,消费,27.90,医疗
2025-07-31 20:26:19,紫竹-鸡柳大人,-34.97,消费,34.97,餐饮
2025-07-31 12:39:24,玉兰食堂-烤盘饭,-22.66,消费,22.66,餐饮
2025-07-31 17:58:34,紫竹-饺子,-10.02,消费,10.02,餐饮
2025-08-01 16:10:43,水吧-拿铁,-16.80,消费,16.80,饮品
2025-08-01 17:27:48,紫竹-民族餐厅,-20.97,消费,20.97,餐饮
2025-08-02 12:10:16,昌平校区-食堂,-33.04,消费,33.04,餐饮
2025-08-02 14:57:50,玉兰食堂-烤盘饭,-26.22,消费,26.22,餐饮
2025-08-03 13:33:39,玉兰食堂-烤盘饭,-26.62,消费,26.62,餐饮
2025-08-04 14:30:34,玉兰食堂-烤盘饭,-6.31,消费,6.31,餐饮
2025-08-04 23:44:09,开水,-2.00,消费,2.00,浴室/开水
2025-08-06 07:10:05,玉兰食堂-早餐,-14.18,消费,14.18,餐饮
2025-08-07 13:04:38,昌平校区-食堂,-25.09,消费,25.09,餐饮
2025-08-07 22:40:52,浴室,-2.00,消费,2.00,浴室/开水
2025-08-07 17:19:23,水吧-奶茶,-11.93,消费,11.93,饮品
2025-08-11 13:30:50,玉兰食堂-麻辣烫,-24.06,消费,24.06,餐饮
2025-08-12 22:05:23,浴室,-2.00,消费,2.00,浴室/开水
2025-08-12 11:19:38,微信充值,200.00,充值,200.00,充值/转账
2025-08-13 14:46:24,昌平校区-食堂,-25.23,消费,25.23,餐饮
2025-08-13 12:34:27,昌平校区-食堂,-21.40,消费,21.40,餐饮
2025-08-14 21:47:49,浴室,-2.00,消费,2.00,浴室/开水
2025-08-14 18:51:14,紫竹-鸡柳大人,-9.95,消费,9.95,餐饮
2025-08-17 11:59:44,玉兰食堂-麻辣烫,-16.45,消费,16.45,餐饮
2025-08-17 17:43:36,水吧-奶茶,-10.52,消费,10.52,饮品
2025-08-18 11:15:40,网络缴费,50.00,充值,50.00,网络缴费
2025-08-19 13:15:37,玉兰食堂-麻辣烫,-30.70,消费,30.70,餐饮
2025-08-20 09:29:40,玉兰食堂-早餐,-13.15,消费,13.15,餐饮
2025-08-21 08:22:18,玉兰食堂-早餐,-11.72,消费,11.72,餐饮
2025-08-21 14:44:52,玉兰食堂-烤盘饭,-12.08,消费,12.08,餐饮
2025-08-22 11:55:30,校医院,-9.70,消费,9.70,医疗
2025-08-22 10:30:00,微信充值,200.00,充值,200.00,充值/转账
2025-08-23 18:06:12,紫竹-鸡柳大人,-29.05,消费,29.05,餐饮
2025-08-23 19:31:00,紫竹-鸡柳大人,-28.21,消费,28.21,餐饮
2025-08-24 18:43:49,紫竹-民族餐厅,-20.96,消费,20.96,餐饮
2025-08-24 12:53:02,校医院,-75.06,消费,75.06,医疗
2025-08-25 13:56:44,水吧-拿铁,-16.37,消费,16.37,饮品
2025-08-26 15:12:54,水吧-拿铁,-10.75,消费,10.75,饮品
2025-08-27 13:01:33,玉兰食堂-麻辣烫,-29.59,消费,29.59,餐饮
2025-08-28 15:50:22,补卡,-20.00,消费,20.00,补卡
2025-08-28 16:16:36,补卡,-20.00,消费,20.00,补卡
2025-08-29 22:18:19,浴室,-2.00,消费,2.00,浴室/开水
2025-08-31 09:41:54,售电,-50.00,消费,50.00,生活服务
2025-08-31 18:24:15,紫竹-饺子,-34.93,消费,34.93,餐饮
2025-09-01 11:13:06,微信充值,50.00,充值,50.00,充值/转账
2025-09-01 13:54:50,补卡,-20.00,消费,20.00,补卡
2025-09-01 11:55:19,校医院,-42.44,消费,42.44,医疗
2025-09-01 22:45:14,浴室,-2.00,消费,2.00,浴室/开水
2025-09-02 18:59:20,紫竹-饺子,-31.58,消费,31.58,餐饮
2025-09-02 10:05:26,校医院,-30.09,消费,30.09,医疗
2025-09-03 23:43:38,开水,-2.00,消费,2.00,浴室/开水
2025-09-03 06:26:43,玉兰食堂-早餐,-24.83,消费,24.83,餐饮
2025-09-03 22:24:45,开水,-2.00,消费,2.00,浴室/开水
2025-09-03 15:20:44,水吧-奶茶,-15.07,消费,15.07,饮品
2025-09-04 06:02:35,玉兰食堂-早餐,-11.01,消费,11.01,餐饮
2025-09-06 14:49:08,水吧-拿铁,-17.43,消费,17.43,饮品
2025-09-06 13:45:59,昌平校区-食堂,-12.16,消费,12.16,餐饮
2025-09-06 13:22:50,玉兰食堂-麻辣烫,-29.19,消费,29.19,餐饮
2025-09-06 09:44:09,玉兰食堂-早餐,-16.57,消费,16.57,餐饮
2025-09-06 14:02:14,昌平校区-食堂,-14.58,消费,14.58,餐饮
2025-09-07 11:52:47,校医院,-65.35,消费,65.35,医疗
2025-09-07 23:22:51,开水,-2.00,消费,2.00,浴室/开水
2025-09-07 23:20:31,开水,-2.00,消费,2.00,浴室/开水
2025-09-08 14:24:56,补卡,-20.00,消费,20.00,补卡
2025-09-08 13:32:48,玉兰食堂-麻辣烫,-26.86,消费,26.86,餐饮
2025-09-08 15:44:53,补卡,-20.00,消费,20.00,补卡
2025-09-08 10:24:22,售电,-100.00,消费,100.00,生活服务
2025-09-09 18:27:16,紫竹-鸡柳大人,-32.24,消费,32.24,餐饮
2025-09-09 13:58:29,补卡,-20.00,消费,20.00,补卡
2025-09-09 18:45:46,紫竹-鸡柳大人,-16.73,消费,16.73,餐饮
2025-09-10 10:50:27,微信充值,50.00,充值,50.00,充值/转账
2025-09-10 17:31:11,紫竹-鸡柳大人,-14.80,消费,14.80,餐饮
2025-09-10 16:51:40,补卡,-20.00,消费,20.00,补卡
2025-09-11 23:26:11,开水,-2.00,消费,2.00,浴室/开水
2025-09-11 20:15:39,紫竹-饺子,-9.90,消费,9.90,餐饮
2025-09-11 16:42:00,水吧-拿铁,-12.08,消费,12.08,饮品
2025-09-12 21:02:32,开水,-2.00,消费,2.00,浴室/开水
2025-09-12 10:14:52,网络缴费,100.00,充值,100.00,网络缴费
2025-09-12 22:36:33,开水,-2.00,消费,2.00,浴室/开水
2025-09-12 10:59:54,校医院,-48.73,消费,48.73,医疗
2025-09-13 13:26:37,补卡,-20.00,消费,20.00,补卡
2025-09-13 11:34:56,玉兰食堂-烤盘饭,-14.12,消费,14.12,餐饮
2025-09-14 13:09:56,玉兰食堂-麻辣烫,-31.61,消费,31.61,餐饮
2025-09-14 21:41:59,开水,-2.00,消费,2.00,浴室/开水
2025-09-15 13:12:46,补卡,-20.00,消费,20.00,补卡
2025-09-15 14:57:03,水吧-拿铁,-11.26,消费,11.26,饮品
2025-09-15 19:07:06,紫竹-鸡柳大人,-26.95,消费,26.95,餐饮
2025-09-15 17:45:16,水吧-奶茶,-17.36,消费,17.36,饮品
2025-09-16 13:56:46,玉兰食堂-烤盘饭,-7.15,消费,7.15,餐饮
2025-09-16 23:37:02,开水,-2.00,消费,2.00,浴室/开水
2025-09-16 14:13:44,水吧-奶茶,-13.36,消费,13.36,饮品
2025-09-16 11:44:54,玉兰食堂-麻辣烫,-18.63,消费,18.63,餐饮
2025-09-17 18:24:18,紫竹-鸡柳大人,-28.05,消费,28.05,餐饮
2025-09-17 13:31:00,玉兰食堂-烤盘饭,-9.21,消费,9.21,餐饮
2025-09-17 21:14:16,浴室,-2.00,消费,2.00,浴室/开水
2025-09-17 21:17:25,浴室,-2.00,消费,2.00,浴室/开水
2025-09-17 18:02:08,紫竹-饺子,-13.37,消费,13.37,餐饮
2025-09-18 10:50:55,售电,-100.00,消费,100.00,生活服务
2025-09-18 12:14:30,玉兰食堂-烤盘饭,-29.24,消费,29.24,餐饮
2025-09-18 16:07:46,补卡,-20.00,消费,20.00,补卡
2025-09-18 12:49:04,网络缴费,50.00,充值,50.00,网络缴费
2025-09-18 09:44:53,售电,-20.00,消费,20.00,生活服务
2025-09-19 11:30:15,玉兰食堂-烤盘饭,-32.90,消费,32.90,餐饮
2025-09-19 20:28:59,紫竹-民族餐厅,-21.55,消费,21.55,餐饮
2025-09-19 08:18:49,玉兰食堂-早餐,-19.68,消费,19.68,餐饮
2025-09-20 08:02:53,微信充值,200.00,充值,200.00,充值/转账
2025-09-20 11:38:32,售电,-100.00,消费,100.00,生活服务
2025-09-20 19:53:21,紫竹-民族餐厅,-23.70,消费,23.70,餐饮
2025-09-20 20:34:53,紫竹-饺子,-23.89,消费,23.89,餐饮
2025-09-21 12:08:56,昌平校区-食堂,-30.84,消费,30.84,餐饮
2025-09-21 08:44:24,玉兰食堂-早餐,-13.89,消费,13.89,餐饮
2025-09-22 15:29:37,水吧-拿铁,-11.81,消费,11.81,饮品
2025-09-22 10:21:40,网络缴费,200.00,充值,200.00,网络缴费
2025-09-23 07:43:43,玉兰食堂-早餐,-17.62,消费,17.62,餐饮
2025-09-24 13:20:02,玉兰食堂-麻辣烫,-22.09,消费,22.09,餐饮
2025-09-24 07:35:20,玉兰食堂-早餐,-16.50,消费,16.50,餐饮
2025-09-24 10:50:34,网络缴费,50.00,充值,50.00,网络缴费
2025-09-25 14:28:39,水吧-奶茶,-14.97,消费,14.97,饮品
2025-09-25 11:55:51,玉兰食堂-烤盘饭,-17.30,消费,17.30,餐饮
